Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1663819812.4280357,175,147650654,0,GPS1_Frame,42.344195000000006,-71.101695,63.2,326880.09691701486,4690132.182684878,19,T
1663819813.425977,176,147654255,0,GPS1_Frame,42.34420333333335,-71.10169333333333,63.5,326880.25708275195,4690133.104645989,19,T
1663819814.426122,177,147657856,0,GPS1_Frame,42.34421166666666,-71.10168666666668,63.6,326880.829123568,4690134.016425908,19,T
1663819815.4248939,178,147661457,0,GPS1_Frame,42.34421999999999,-71.10168,63.6,326881.40116424236,4690134.928205875,19,T
1663819816.424408,179,147665058,0,GPS1_Frame,42.34423,-71.10167,63.6,326882.2523628584,4690136.01826945,19,T
1663819817.4246457,180,147668659,0,GPS1_Frame,42.34423833333334,-71.10166333333333,63.5,326882.8244031988,4690136.9300495265,19,T
1663819818.4247735,181,147672260,0,GPS1_Frame,42.34424833333334,-71.10165666666666,63.4,326883.4010181215,4690138.026900615,19,T
1663819819.421896,182,147675861,0,GPS1_Frame,42.344258333333336,-71.10165,63.2,326883.9776328728,4690139.1237517465,19,T
1663819820.4254334,183,147679462,0,GPS1_Frame,42.34426666666666,-71.10164499999999,63.0,326884.412381178,4690140.03892561,19,T
1663819821.4277873,184,147683063,0,GPS1_Frame,42.344274999999996,-71.10163833333333,62.8,326884.9844209398,4690140.950705847,19,T
1663819822.4495502,185,147686664,0,GPS1_Frame,42.34427166666666,-71.10164333333333,62.9,326884.56339685095,4690140.590744863,19,T
1663819823.4489167,186,147690265,0,GPS1_Frame,42.34427666666667,-71.10164,62.8,326884.8517040659,4690141.139170471,19,T
1663819824.4273777,187,147693866,0,GPS1_Frame,42.34428166666667,-71.10163666666668,62.9,326885.14001123654,4690141.6875960855,19,T
1663819825.427088,188,147697467,0,GPS1_Frame,42.344285000000006,-71.10162999999999,63.0,326885.69832677685,4690142.0441634655,19,T
1663819826.4267657,189,147701068,0,GPS1_Frame,42.34429000000001,-71.10162666666666,63.3,326885.98663384997,4690142.592589114,19,T
1663819827.425078,190,147704669,0,GPS1_Frame,42.344296666666665,-71.10161833333332,63.4,326886.6913900885,4690143.31590488,19,T
1663819828.4265332,191,147708270,0,GPS1_Frame,42.34430333333333,-71.10161666666666,63.4,326886.84698017326,4690144.052795152,19,T
1663819829.4466581,192,147711871,0,GPS1_Frame,42.34430999999999,-71.10161333333333,63.5,326887.1398617169,4690144.7862918135,19,T
1663819830.446274,193,147715472,0,GPS1_Frame,42.344315,-71.10161,63.7,326887.4281685784,4690145.334717519,19,T
1663819831.4248512,194,147719073,0,GPS1_Frame,42.34432333333333,-71.10160666666667,63.9,326887.7256246408,4690146.253285176,19,T
1663819832.4237099,195,147722674,0,GPS1_Frame,42.344330000000014,-71.10160166666665,64.2,326888.155797463,4690146.983388285,19,T
1663819833.4226365,196,147726275,0,GPS1_Frame,42.34433666666667,-71.10159333333331,64.3,326888.86055306316,4690147.706704256,19,T
1663819834.4247468,197,147729876,0,GPS1_Frame,42.344343333333335,-71.10158666666666,64.7,326889.428017099,4690148.433413858,19,T
1663819835.4441874,198,147733477,0,GPS1_Frame,42.344348333333336,-71.10158166666666,65.0,326889.8536150552,4690148.97844609,19,T
1663819836.4448407,199,147737078,0,GPS1_Frame,42.34435499999999,-71.10157500000001,65.2,326890.4210788935,4690149.705155769,19,T
1663819837.4430976,200,147740679,0,GPS1_Frame,42.34436166666666,-71.10156333333332,65.2,326891.4004167478,4690150.421684894,19,T
1663819838.4242566,201,147744280,0,GPS1_Frame,42.344365,-71.10155333333334,65.2,326892.23331401544,4690150.771465717,19,T
1663819839.4243753,202,147747881,0,GPS1_Frame,42.34436999999999,-71.10154333333332,65.3,326893.0707856901,4690151.306317607,19,T
1663819840.4253066,203,147751482,0,GPS1_Frame,42.34437500000001,-71.10153499999998,65.4,326893.7709658854,4690151.84456308,19,T
1663819841.4250984,204,147755083,0,GPS1_Frame,42.34437666666667,-71.10153,65.7,326894.1874143806,4690152.019453616,19,T
1663819842.4452865,205,147758684,0,GPS1_Frame,42.34437666666667,-71.10152333333333,65.8,326894.73657975125,4690152.005879738,19,T
